,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
6301,P04041,Chrompet,1217,123,2.0,1.0,4,Partial,Yes,House,NoSeWa,Gravel,RM,4.3,3.9,4.8,4.29,139335,10718100
6302,P08344,Velachery,1601,36,2.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Paved,I,2.0,2.5,3.8,2.77,260538,13026890
6303,P03521,Karapakkam,1201,34,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Paved,C,2.3,4.7,2.8,3.22,133077,9505500
6304,P02988,Karapakkam,579,88,1.0,1.0,2,Family,No,House,AllPub,Gravel,RH,4.4,2.5,3.4,3.43,51386,5709500
6305,P07930,KK Nagar,2289,66,4.0,2.0,6,Family,No,Commercial,NoSewr ,Gravel,RM,4.3,4.3,4.1,4.22,390114,18576840
6306,P05961,Adyar,1023,67,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,I,3.0,2.9,2.3,2.63,9013,9012665
6307,P06195,KK Nagar,1900,87,3.0,2.0,5,Partial,Yes,Commercial,NoSewr ,Paved,RM,2.7,4.0,2.2,2.89,394428,16434500
6308,P02085,Chrompet,807,59,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Paved,RM,2.0,4.0,3.5,3.25,46650,9330090
6309,P07857,T Nagar,1653,164,1.0,1.0,4,Family,Yes,Commercial,ELO,No Access,RM,2.0,2.9,2.1,2.27,304041,19002540
6310,P06048,KK Nagar,1452,90,2.0,1.0,4,AbNormal,Yes,Others,AllPub,Paved,RL,2.2,3.5,2.1,2.55,93399,10377680
6311,P06504,T Nagar,1934,63,2.0,1.0,5,Normal Sale,No,Commercial,AllPub,No Access,RM,2.1,2.0,2.8,2.39,343163,21447680
6312,P08874,Velachery,1972,141,3.0,2.0,5,Family,No,House,AllPub,Gravel,RM,4.0,2.0,4.3,3.19,91802,11475260
6313,P01060,Anna Nagar,1606,160,1.0,1.0,4,Normal Sale,No,House,ELO,No Access,RM,4.6,3.0,3.2,3.64,103103,11455900
6314,P08481,T Nagar,1908,30,2.0,1.0,5,Partial,No,Commercial,ELO,Paved,RL,3.0,4.2,4.3,3.885,203980,20398010
6315,P00095,Chrompet,741,32,1.0,1.0,2,AbNormal,No,Commercial,ELO,No Access,RH,3.0,5.0,2.0,3.5,41293,8258600
6316,P08943,Adyar,734,131,1.0,1.0,2,AdjLand,Yes,Commercial,AllPub,Gravel,C,3.6,2.5,4.0,3.58,20436,10217940
6317,P00294,T Nagar,1504,146,1.0,1.0,4,Partial,Yes,Commercial,ELO,No Access,RH,2.9,2.5,4.2,3.385,282122,16595430
6318,P08439,Chrompet,1121,44,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RH,2.1,4.8,2.6,3.33,93093,7161000
6319,P02503,Anna Nagar,1979,80,2.0,1.0,5,Family,Yes,House,ELO,No Access,RL,4.2,3.4,3.4,3.68,220189,12952300
6320,P02647,Karapakkam,1105,137,1.0,1.0,3,AdjLand,Yes,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,98304,8936750
6321,P09004,Velachery,1528,176,2.0,1.0,4,Family,No,Others,ELO,Gravel,A,4.2,4.3,5.0,4.49,56688,7085950
6322,P08306,Anna Nagar,1712,51,1.0,1.0,4,AbNormal,Yes,Others,NoSeWa,No Access,RH,3.6,2.9,2.5,2.985,62494,12498810
6323,P04237,Adyar,955,145,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RM,2.1,2.5,4.5,3.38,19105,9552295
6324,P00778,Chrompet,802,3,1.0,1.0,3,Normal Sale,No,Others,ELO,Gravel,RL,3.8,3.5,2.3,3.23,24068,8022740
6325,P03953,Karapakkam,701,82,1.0,1.0,2,Partial,Yes,House,NoSeWa,No Access,A,4.1,4.8,2.8,3.79,60568,3785500
6326,P02206,Karapakkam,1418,175,2.0,2.0,4,Normal Sale,Yes,Others,NoSeWa,No Access,C,2.3,3.6,4.8,3.69,72113,6555750
6327,P08723,Adyar,1155,150,1.0,1.0,3,Family,No,Commercial,ELO,No Access,RM,2.3,2.3,5.0,3.65,134681,13468145
6328,P00677,Chrompet,1061,147,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RM,2.4,3.9,3.1,3.21,152360,10157300
6329,P06771,KK Nagar,2258,52,4.0,2.0,6,Normal Sale,No,Commercial,NoSeWa,Paved,RL,2.6,4.6,4.5,3.96,312232,17346200
6330,P08805,Chrompet,947,145,1.0,1.0,3,AbNormal,No,House,NoSeWa,Gravel,RM,2.3,4.0,3.4,3.31,90606,9060600
6331,P06992,KK Nagar,1868,26,3.0,2.0,5,AbNormal,Yes,Others,AllPub,Gravel,RL,2.4,4.6,2.1,2.94,192697,12043540
6332,P05127,T Nagar,1713,150,1.0,1.0,4,AdjLand,No,Others,AllPub,No Access,RL,2.2,3.2,2.7,2.675,203738,12733640
6333,P01832,Chrompet,886,153,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RH,3.5,4.9,3.4,4.03,93189,10354350
6334,P07551,KK Nagar,2122,2,3.0,2.0,5,AbNormal,No,Commercial,NoSewr ,Paved,RM,3.8,2.8,4.6,3.82,308801,17155600
6335,P05013,Karapakkam,980,148,1.0,1.0,3,AbNormal,No,Others,NoSewr ,Paved,RH,3.2,4.2,4.3,3.94,68030,6184500
6336,P02996,Anna Nagar,1916,15,2.0,1.0,5,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4.3,2.9,2.5,3.23,444749,23407860
6337,P02347,KK Nagar,2079,112,3.0,2.0,5,AdjLand,No,Commercial,NoSewr ,Gravel,RM,3.8,2.2,3.9,3.36,228721,17593940
6338,P03126,Karapakkam,1377,112,2.0,2.0,4,Normal Sale,No,House,ELO,Paved,I,4.0,4.7,2.3,3.53,115905,6100250
6339,P04777,KK Nagar,2363,169,4.0,2.0,6,Family,No,Commercial,NoSewr ,Gravel,RL,3.5,4.9,4.6,4.36,184572,18457180
6340,P01693,Karapakkam,1568,142,2.0,2.0,4,Family,Yes,House,ELO,Gravel,I,3.7,2.7,2.6,2.96,62516,7814500
6341,P08619,Adyar,1210,95,2.0,2.0,4,AdjLand,Yes,Others,NoSewr ,Paved,RH,2.9,4.8,3.9,3.78,67362,11226950
6342,P05109,Karapakkam,1179,153,1.0,1.0,3,AdjLand,No,House,AllPub,No Access,I,2.6,4.2,2.1,2.88,99862,5874250
6343,P08536,Adyar,822,30,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Gravel,RM,2.9,4.9,3.3,3.5,48442,9688485
6344,P00466,Chrompet,1235,177,2.0,1.0,4,AdjLand,No,House,ELO,No Access,RH,4.1,4.1,4.4,4.19,127987,7999200
6345,P07000,T Nagar,1735,116,1.0,1.0,4,AdjLand,Yes,Commercial,NoSewr ,Gravel,RM,2.9,3.8,4.6,3.89,283017,21770500
6346,P02881,Chrompet,745,182,1.0,1.0,2,AbNormal,Yes,House,AllPub,Paved,RH,4.5,4.9,3.4,4.33,38093,7618500
6347,P00009,Chrompet,794,160,1.0,1.0,2,Family,No,House,AllPub,Gravel,RH,2.0,3.3,2.5,2.67,47336,6762300
6348,P01339,T Nagar,1979,61,2.0,1.0,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,3.2,4.9,4.1,4.03,227261,22726060
6349,P00668,T Nagar,1641,163,1.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,Paved,RL,2.3,4.4,2.7,3.005,79533,13255480
6350,P09808,Velachery,1718,57,2.0,1.0,4,Family,No,Commercial,AllPub,No Access,A,2.2,3.0,2.9,2.77,250190,11913820
6351,P07767,Chrompet,706,53,1.0,1.0,2,AbNormal,Yes,Others,NoSeWa,Paved,RH,2.1,2.7,2.9,2.58,114716,7169720
6352,P05562,Adyar,728,52,1.0,1.0,2,Normal Sale,No,Commercial,AllPub,Paved,I,2.2,2.7,2.2,2.3,27283,9094300
6353,P05894,Velachery,1948,19,3.0,2.0,5,AbNormal,No,House,NoSewr ,Gravel,C,3.9,3.1,4.1,3.6,62920,8988520
6354,P01265,T Nagar,1863,188,2.0,1.0,5,Family,No,Others,NoSeWa,Gravel,RL,4.3,4.9,2.5,3.64,250422,13912330
6355,P08528,Anna Nagar,1849,144,2.0,1.0,5,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4.0,4.6,4.5,4.35,379879,21104380
6356,P02811,Velachery,1528,143,2.0,1.0,4,AdjLand,No,Others,AllPub,No Access,C,3.4,3.6,4.7,3.88,63061,7882680
6357,P02676,Anna Nagar,1979,171,2.0,1.0,5,Partial,Yes,Others,AllPub,Paved,RH,3.1,3.2,4.2,3.565,190542,14657040
6358,P03951,KK Nagar,1639,154,2.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,RL,3.8,4.5,4.4,4.25,99873,11097000
6359,P04246,Karapakkam,796,20,1.0,1.0,2,Partial,Yes,Others,ELO,Gravel,A,2.1,4.0,3.0,3.03,110124,4788000
6360,P00916,Chrompet,794,190,1.0,1.0,2,AdjLand,Yes,House,AllPub,No Access,RM,3.6,2.4,2.0,2.64,42741,8548150
6361,P02769,Adyar,748,116,1.0,1.0,2,Partial,Yes,Others,AllPub,Paved,C,2.7,3.0,4.7,3.76,78925,7174975
6362,P07939,Chrompet,1278,34,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Gravel,RL,2.5,4.3,4.8,3.91,137457,10573610
6363,P02573,Adyar,838,35,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,No Access,RH,3.5,3.6,4.3,3.92,100152,8346035
6364,P03594,KK Nagar,2459,186,4.0,2.0,6,AbNormal,Yes,House,NoSeWa,Paved,RH,2.4,3.1,3.7,3.13,222618,11716760
6365,P04407,Karapakkam,1358,2,2.0,2.0,4,Normal Sale,Yes,House,NoSewr ,Gravel,C,4.4,3.7,2.8,3.55,171120,7130000
6366,P05874,Karapakkam,731,60,1.0,1.0,2,Partial,No,Others,ELO,Paved,RM,3.4,4.4,4.3,4.06,146823,6117625
6367,P08877,Adyar,973,15,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Gravel,A,3.9,4.2,2.8,3.41,164687,10979125
6368,P02033,Anna Nagar,1757,113,1.0,1.0,4,Family,No,Others,NoSeWa,Paved,RM,2.1,3.9,3.0,2.91,190899,13635670
6369,P00897,Anna Nagar,1995,121,2.0,1.0,5,Family,Yes,Others,NoSeWa,No Access,RH,5.0,2.9,2.2,3.355,167080,13923340
6370,P05069,Chrompet,870,83,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RL,4.8,3.9,3.3,3.99,36175,7234950
6371,P01189,Chrompet,1035,90,1.0,1.0,3,Partial,No,Others,NoSeWa,No Access,RM,2.3,3.5,3.2,3.05,24823,8274200
6372,P04701,KK Nagar,2205,74,3.0,2.0,5,AbNormal,No,Commercial,AllPub,Paved,RH,2.8,3.8,4.6,3.82,230628,16473460
6373,P05609,Chrompet,709,112,1.0,1.0,2,AdjLand,No,Commercial,AllPub,Gravel,RM,4.4,2.0,3.3,3.11,78614,11230600
6374,P06375,Karapakkam,1206,57,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,I,3.4,2.4,4.9,3.7,97788,5752250
6375,P01417,Adyar,685,39,1.0,1.0,2,Normal Sale,Yes,Others,AllPub,Gravel,A,4.1,2.5,3.0,3.23,13961,6980335
6376,P01293,Anna Nagar,1690,98,1.0,1.0,4,AdjLand,No,Commercial,NoSewr ,No Access,RM,2.4,2.9,3.5,2.965,288908,19260550
6377,P08399,Adyar,786,156,1.0,1.0,2,Family,No,House,NoSewr ,Paved,RH,3.7,2.0,4.1,3.56,14090,7044865
6378,P05770,Chrompet,1136,139,1.0,1.0,3,Family,No,House,NoSewr ,Paved,RL,3.6,4.5,3.7,3.99,129839,8655900
6379,P04586,Chrompet,1268,166,2.0,1.0,4,Family,No,Commercial,NoSewr ,No Access,RM,4.9,2.1,2.0,2.91,139829,13982900
6380,P02530,Karapakkam,1012,139,1.0,1.0,3,AbNormal,Yes,Others,ELO,Gravel,I,4.2,3.0,2.5,3.16,160695,6986750
6381,P06705,Chrompet,1198,41,1.0,1.0,3,AbNormal,Yes,Commercial,ELO,No Access,RL,3.6,2.3,2.8,2.84,180593,13891800
6382,P04520,Karapakkam,1152,78,1.0,1.0,3,Normal Sale,Yes,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,152172,6340500
6383,P03115,Chrompet,1034,58,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,No Access,RM,2.4,4.1,4.9,3.83,48214,12053400
6384,P06486,T Nagar,1869,143,2.0,1.0,5,AbNormal,Yes,Commercial,NoSewr ,No Access,RM,3.6,2.5,3.6,3.325,191548,21283130
6385,P01491,Chrompet,773,184,1.0,1.0,2,AbNormal,Yes,House,NoSeWa,Paved,RM,3.0,2.2,2.3,2.47,61774,8824900
6386,P07815,KK Nagar,2273,121,4.0,2.0,6,AbNormal,No,House,AllPub,Gravel,RL,4.0,3.1,2.3,3.05,262911,11950520
6387,P06307,Chrompet,956,163,1.0,1.0,3,AdjLand,No,Others,AllPub,Gravel,RM,2.2,3.3,4.1,3.21,158283,9892670
6388,P08527,Adyar,939,88,1.0,1.0,3,AdjLand,No,Others,ELO,Gravel,I,2.2,4.6,4.8,3.98,16233,8116455
6389,P02972,KK Nagar,1938,116,3.0,2.0,5,Family,No,House,NoSeWa,Paved,RM,4.0,2.0,2.5,2.8,162576,10161000
6390,P00195,Anna Nagar,1764,143,1.0,1.0,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,2.5,4.5,3.5,3.4,223620,20329120
6391,P01467,T Nagar,1920,166,2.0,1.0,5,AbNormal,No,Others,ELO,Gravel,RL,2.0,4.4,2.8,2.96,159374,14488580
6392,P01662,Karapakkam,525,195,1.0,1.0,2,Family,No,House,NoSewr ,Paved,RL,4.6,2.6,3.3,3.48,114546,4980250
6393,P09221,Adyar,653,119,1.0,1.0,2,Family,Yes,House,NoSewr ,Gravel,A,3.4,3.6,3.0,3.24,48472,6059010
6394,P03314,Anna Nagar,1700,120,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,2.3,2.8,3.4,2.865,133875,19125010
6395,P09696,Velachery,1505,22,2.0,1.0,4,Family,Yes,Commercial,NoSewr ,Gravel,A,4.1,4.3,3.7,4.07,157165,12089580
6396,P02916,Karapakkam,1589,158,2.0,2.0,4,Family,Yes,Others,NoSeWa,No Access,C,3.7,4.7,3.5,3.92,174489,7270375
6397,P04201,Velachery,1829,118,3.0,2.0,5,Family,No,Commercial,AllPub,No Access,C,4.0,2.9,2.8,3.15,140521,12774630
6398,P09500,Chrompet,963,64,1.0,1.0,3,Partial,Yes,Commercial,ELO,Paved,RL,3.0,4.4,2.7,3.47,100246,12530800
6399,P05365,KK Nagar,1724,64,2.0,1.0,4,AdjLand,Yes,House,NoSeWa,Paved,RH,4.0,2.7,3.2,3.29,205271,9774800
6400,P02772,Adyar,731,191,1.0,1.0,2,AdjLand,Yes,House,NoSeWa,No Access,RL,3.5,2.2,4.4,3.69,103942,7995545
6401,P08775,Anna Nagar,1911,9,2.0,1.0,5,Family,No,House,NoSeWa,No Access,RH,2.8,3.9,4.3,3.675,155696,11121130
6402,P00184,Chrompet,1239,143,2.0,1.0,4,AdjLand,Yes,Others,NoSewr ,No Access,RL,2.0,3.2,3.0,2.78,93016,10335130
6403,P02380,Karapakkam,508,108,1.0,1.0,2,Family,Yes,House,NoSeWa,Gravel,A,2.7,5.0,2.8,3.43,86779,3944500
6404,P05800,Chrompet,893,174,1.0,1.0,3,Partial,No,House,NoSewr ,Paved,RM,2.8,4.8,4.8,4.2,96389,8032400
6405,P09728,Velachery,1973,171,3.0,2.0,5,Normal Sale,No,Commercial,NoSeWa,No Access,RM,2.0,5.0,4.6,4.13,246667,16444460
6406,P02374,Chrompet,1050,157,1.0,1.0,3,AbNormal,No,House,NoSewr ,No Access,RL,2.8,2.9,4.0,3.2,30938,7734500
6407,P03641,Velachery,1779,48,2.0,1.0,4,Partial,No,Commercial,NoSeWa,Gravel,I,3.9,2.7,4.7,3.6,162191,13515920
6408,P08487,Adyar,1078,106,1.0,1.0,3,Family,No,Commercial,NoSewr ,Gravel,I,2.2,3.4,4.0,3.34,62543,12508550
6409,P03823,KK Nagar,2470,197,4.0,2.0,6,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3.7,3.7,2.9,3.38,316054,19753360
6410,P08199,Adyar,1170,73,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,Paved,I,2.5,3.9,4.0,3.53,69634,13926830
6411,P06892,Adyar,706,61,1.0,1.0,2,Normal Sale,No,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,19315,4828750
6412,P03373,Anna Nagar,1897,112,2.0,1.0,5,AbNormal,Yes,House,NoSeWa,No Access,RH,4.5,3.8,3.9,4.085,84606,12086610
6413,P05707,KK Nagar,1858,73,3.0,2.0,5,Partial,Yes,House,NoSeWa,Gravel,RM,4.9,3.9,4.2,4.32,171660,11443980
6414,P07434,Adyar,1134,133,1.0,1.0,3,Partial,Yes,House,NoSeWa,Paved,RL,2.6,2.2,2.5,2.47,106540,9685425
6415,P02807,Karapakkam,1057,49,1.0,1.0,3,Partial,No,Others,NoSeWa,No Access,A,3.8,3.7,4.7,4.13,71435,3968625
6416,P07455,T Nagar,1630,186,1.0,1.0,4,Family,Yes,House,NoSeWa,Gravel,RH,4.2,4.2,4.9,4.515,169698,12121290
6417,P08012,KK Nagar,2202,91,3.0,2.0,5,AbNormal,No,Commercial,NoSeWa,Paved,RH,3.3,4.6,2.5,3.37,339206,16152680
6418,P06649,Chrompet,1209,25,2.0,1.0,4,AbNormal,Yes,Others,ELO,No Access,RH,2.4,4.7,5.0,4.1,99669,9060830
6419,P07297,Chrompet,1068,194,1.0,1.0,3,Partial,No,Commercial,ELO,Gravel,RM,3.9,2.4,3.9,3.3,53707,13426800
6420,P03052,Karapakkam,1366,168,2.0,2.0,4,Family,Yes,House,NoSewr ,No Access,RH,2.7,3.7,4.7,3.8,61298,7662250
6421,P08716,T Nagar,1727,30,1.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Gravel,RH,3.6,2.7,3.3,3.24,315164,19697720
6422,P01786,Anna Nagar,1673,102,1.0,1.0,4,Family,No,House,NoSeWa,Paved,RM,2.5,4.6,2.6,3.065,174069,11604630
6423,P07093,T Nagar,1954,154,2.0,1.0,5,AdjLand,Yes,House,NoSeWa,Paved,RM,3.5,2.5,2.5,2.8,253050,14885280
6424,P07729,Adyar,1022,195,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,A,3.6,2.2,4.9,3.97,101652,11294655
6425,P02894,Anna Nagar,1915,75,2.0,1.0,5,Family,Yes,House,ELO,No Access,RM,4.0,3.7,5.0,4.325,135313,13531290
6426,P00827,Chrompet,803,41,1.0,1.0,3,AbNormal,No,Others,NoSewr ,No Access,RH,2.0,3.9,3.5,3.21,27288,6822110
6427,P06870,Adyar,1241,98,2.0,2.0,4,AdjLand,No,House,ELO,No Access,RM,2.6,2.4,4.4,3.46,100704,10070405
6428,P00700,Chrompet,993,89,1.0,1.0,3,AdjLand,Yes,House,NoSewr ,Paved,RM,4.4,4.9,3.1,4.21,122272,10189350
6429,P05077,Adyar,779,176,1.0,1.0,2,Partial,No,Commercial,ELO,Paved,I,3.8,4.9,3.2,3.72,79673,8852535
6430,P05202,Velachery,1972,162,3.0,2.0,5,Normal Sale,Yes,House,NoSewr ,No Access,RL,4.2,2.3,3.4,3.11,106111,10611070
6431,P07790,KK Nagar,2366,81,4.0,2.0,6,AbNormal,Yes,House,NoSewr ,Paved,RM,2.0,4.3,3.0,3.09,319085,12763380
6432,P04430,Adyar,1104,21,1.0,1.0,3,Family,No,House,NoSewr ,Gravel,RH,3.5,4.9,3.8,3.93,136198,9079875
6433,P09816,Velachery,1509,60,2.0,1.0,4,AdjLand,Yes,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,83867,9318600
6434,P06745,KK Nagar,2001,181,3.0,2.0,5,Family,Yes,Commercial,NoSeWa,Paved,RL,2.5,3.1,3.6,3.12,303151,16841700
6435,P08388,Velachery,1735,159,2.0,1.0,4,Family,Yes,House,AllPub,Paved,RH,2.4,4.8,2.2,3.42,163081,9593020
6436,P06922,Chrompet,730,142,1.0,1.0,2,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,3.5,4.7,4.0,4.13,107062,10706200
6437,P07085,Chrompet,1148,116,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Paved,RL,4.7,3.4,2.9,3.64,43448,8689650
6438,P00838,T Nagar,1781,50,1.0,1.0,4,AdjLand,No,Others,NoSewr ,Paved,RL,4.9,4.9,4.6,4.765,81481,13580180
6439,P09429,Chrompet,951,1,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,No Access,RH,3.5,2.6,2.8,2.93,123640,10303350
6440,P03644,Chrompet,1189,156,1.0,1.0,3,AbNormal,No,Commercial,NoSewr ,Gravel,RM,2.4,2.0,3.9,2.69,131811,14645650
6441,P04797,Velachery,1899,34,3.0,2.0,5,AbNormal,Yes,Others,NoSeWa,Gravel,RM,3.3,3.1,4.3,3.51,161858,12450610
6442,P01191,Chrompet,1212,65,2.0,1.0,4,Partial,Yes,Others,AllPub,Gravel,RL,5.0,4.5,4.6,4.68,54976,10995190
6443,P00171,Chrompet,1136,148,1.0,1.0,3,Family,No,Others,NoSewr ,No Access,RL,2.2,2.8,3.8,2.92,120094,8578170
6444,P08960,Adyar,1059,10,1.0,1.0,3,Partial,No,House,NoSewr ,Gravel,A,2.3,2.6,2.5,2.46,80760,6212280
6445,P03441,KK Nagar,2172,134,3.0,2.0,5,Family,Yes,Others,NoSeWa,Paved,RM,3.7,3.1,3.2,3.32,104217,13027180
6446,P07707,KK Nagar,2451,74,4.0,2.0,6,AbNormal,Yes,Commercial,AllPub,Paved,RL,3.4,3.3,4.4,3.77,237694,19807800
6447,P09968,Velachery,1834,142,3.0,2.0,5,Partial,No,Commercial,NoSeWa,No Access,RH,4.0,4.3,4.1,4.17,219948,13746750
6448,P06935,Velachery,1609,12,2.0,1.0,4,Partial,No,House,ELO,Paved,RL,3.8,3.3,2.8,3.28,183868,8755610
6449,P01240,Anna Nagar,1845,130,2.0,1.0,5,AbNormal,No,Commercial,NoSewr ,Gravel,RM,2.7,2.3,2.6,2.56,167524,20940440
6450,P04211,KK Nagar,2084,24,3.0,2.0,5,Partial,Yes,Commercial,AllPub,Gravel,RM,2.9,5.0,2.6,3.41,144792,18098940
6451,P05283,Adyar,936,110,1.0,1.0,3,Partial,Yes,Others,AllPub,Gravel,C,4.5,4.9,2.1,3.38,118829,8487780
6452,P02229,KK Nagar,2403,196,4.0,2.0,6,Family,No,Commercial,AllPub,Paved,RL,5.0,3.2,4.1,4.1,166356,18483960
6453,P08676,Anna Nagar,1533,70,1.0,1.0,4,AdjLand,Yes,Others,NoSewr ,Gravel,RM,4.2,4.7,4.5,4.445,87366,14560920
6454,P00357,Chrompet,856,83,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,3.3,3.5,2.0,2.99,85407,8540670
6455,P00949,Chrompet,841,190,1.0,1.0,3,Family,No,Commercial,AllPub,No Access,RM,2.1,3.6,4.6,3.45,76562,10937450
6456,P01260,Chrompet,1083,138,1.0,1.0,3,Family,No,Others,AllPub,No Access,RL,4.6,3.0,3.4,3.6,103705,8642060
6457,P02903,Velachery,1721,31,2.0,1.0,4,Normal Sale,No,House,NoSeWa,No Access,RL,3.7,5.0,4.3,4.47,158376,8798650
6458,P09297,Chrompet,1276,98,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,No Access,RH,4.2,4.1,4.4,4.22,28847,9615620
6459,P00845,Chrompet,974,37,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Paved,RL,4.4,4.2,4.1,4.23,200815,11812650
6460,P08103,Adyar,827,52,1.0,1.0,3,AbNormal,No,Others,ELO,Gravel,A,2.1,2.5,3.2,2.73,6349,6348535
6461,P01250,Chrompet,1159,106,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,No Access,RH,2.9,3.9,2.0,3.03,72413,9051580
6462,P02113,Chrompet,742,108,1.0,1.0,2,AbNormal,No,House,NoSewr ,No Access,RL,3.0,3.2,4.8,3.62,94151,6725100
6463,P05112,Karapakkam,849,198,1.0,1.0,2,Family,Yes,Commercial,NoSewr ,Paved,RM,4.8,2.1,3.3,3.39,179878,9467250
6464,P04855,Chrompet,960,116,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RH,4.5,3.2,5.0,4.13,95621,7968450
6465,P04194,Velachery,1928,186,3.0,2.0,5,AbNormal,Yes,Commercial,NoSeWa,No Access,C,3.8,3.8,4.7,4.07,176232,14686020
6466,P09762,Velachery,1648,85,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,No Access,A,4.9,3.4,3.2,3.72,156836,8254510
6467,P09492,T Nagar,1538,133,1.0,1.0,4,AbNormal,No,Commercial,NoSeWa,No Access,RM,2.5,2.2,2.3,2.335,122923,17560410
6468,P07579,Chrompet,715,39,1.0,1.0,2,Normal Sale,Yes,House,NoSewr ,No Access,RL,3.0,4.5,4.1,3.93,109504,7300250
6469,P04512,Karapakkam,1201,104,1.0,1.0,3,Partial,No,Others,AllPub,Gravel,RM,3.3,2.1,2.0,2.42,149245,8291375
6470,P08864,Adyar,668,128,1.0,1.0,2,Normal Sale,No,House,ELO,Gravel,A,2.1,4.7,4.4,3.77,15231,5076885
6471,P04575,Velachery,1545,68,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Gravel,C,2.5,3.3,4.9,3.58,155235,8624170
6472,P02392,Adyar,1206,93,2.0,2.0,4,AbNormal,No,Others,ELO,Paved,C,3.3,3.8,4.2,3.85,92393,8399365
6473,P04316,Velachery,1694,32,2.0,1.0,4,Partial,No,Commercial,AllPub,Gravel,RM,3.7,4.7,2.9,3.91,252759,14868160
6474,P00887,Anna Nagar,1656,87,1.0,1.0,4,Normal Sale,No,House,NoSewr ,Gravel,RM,2.6,4.0,3.6,3.35,77502,12917000
6475,P00970,Chrompet,964,52,1.0,1.0,3,Family,Yes,Others,NoSeWa,Paved,RL,4.9,3.8,4.0,4.19,135784,9052280
6476,P06543,Adyar,951,118,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,5.0,3.0,3.3,3.75,18730,9364825
6477,P02724,Karapakkam,835,79,1.0,1.0,2,Normal Sale,Yes,Others,NoSeWa,Paved,RH,3.4,2.7,3.1,3.07,116174,6454125
6478,P03050,Anna Nagar,1548,123,1.0,1.0,4,Family,Yes,Others,NoSeWa,Paved,RH,3.4,5.0,4.6,4.28,205859,12109340
6479,P06376,Chrompet,827,176,1.0,1.0,3,AdjLand,Yes,House,ELO,Paved,RL,3.4,2.6,5.0,3.56,147926,8701550
6480,P07054,KK Nagar,1834,70,3.0,2.0,5,AdjLand,Yes,House,NoSeWa,Paved,RL,2.9,3.5,3.9,3.48,217854,10892720
6481,P09119,Velachery,1840,8,3.0,2.0,5,Normal Sale,No,Others,NoSeWa,No Access,C,4.8,3.0,2.6,3.33,154196,8566460
6482,P08972,Velachery,1973,63,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RM,3.3,3.1,4.6,3.6,127258,18179660
6483,P04579,Anna Nagar,1829,57,2.0,1.0,5,Family,No,House,NoSeWa,No Access,RL,4.9,3.3,3.2,3.82,180253,11265840
